country,number,energy_normalized,circles_curves_normalized,axis_points_normalized,synchronous_limbs_normalized,external_body_spaces_normalized,shifting_relations_normalized,jumping_normalized,emotion_normalized,key_head_x_normalized,key_head_y_normalized,key_head_z_normalized,key_left_hand_x_normalized,key_left_hand_y_normalized,key_left_hand_z_normalized,key_right_hand_x_normalized,key_right_hand_y_normalized,key_right_hand_z_normalized,key_left_arm_x_normalized,key_left_arm_y_normalized,key_left_arm_z_normalized,key_right_arm_x_normalized,key_right_arm_y_normalized,key_right_arm_z_normalized,key_left_leg_x_normalized,key_left_leg_y_normalized,key_left_leg_z_normalized,key_right_leg_x_normalized,key_right_leg_y_normalized,key_right_leg_z_normalized,key_body_x_normalized,key_body_y_normalized,key_body_z_normalized,key_left_foot_x_normalized,key_left_foot_y_normalized,key_left_foot_z_normalized,key_right_foot_x_normalized,key_right_foot_y_normalized,key_right_foot_z_normalized,key_head_x_raw,key_head_y_raw,key_head_z_raw,key_left_hand_x_raw,key_left_hand_y_raw,key_left_hand_z_raw,key_right_hand_x_raw,key_right_hand_y_raw,key_right_hand_z_raw,key_left_arm_x_raw,key_left_arm_y_raw,key_left_arm_z_raw,key_right_arm_x_raw,key_right_arm_y_raw,key_right_arm_z_raw,key_left_leg_x_raw,key_left_leg_y_raw,key_left_leg_z_raw,key_right_leg_x_raw,key_right_leg_y_raw,key_right_leg_z_raw,key_body_x_raw,key_body_y_raw,key_body_z_raw,key_left_foot_x_raw,key_left_foot_y_raw,key_left_foot_z_raw,key_right_foot_x_raw,key_right_foot_y_raw,key_right_foot_z_raw
Laos,07,47.27273,20.51282,10.81081,67.74194,62.31884,37.5,0.0,64.51613,53.62857,20.67169,73.73894,34.61838,37.88579,49.35957,16.58488,40.53273,74.83356,40.69121,29.41292,67.93983,29.94292,34.13485,73.87929,73.30075,73.34571,50.46236,51.43186,65.89533,74.7259,53.62444,20.08407,68.1176,77.69445,67.91415,59.28319,64.42838,70.3861,66.01875,-0.4054757,-1.6287476,-0.7186261,-0.0820894,-0.4574187,-0.566615,-1.3571805,-0.6031566,-0.3464397,0.3368629,-0.7183344,-0.4266782,-0.8615128,-0.5556948,0.1170544,0.5037507,1.0357233,-0.1532294,-0.0500749,0.9008179,0.20911,-0.0911129,-0.6365658,-0.0040203,0.8283317,2.1023185,0.2636865,-0.2035528,2.1145302,0.4716378
Laos,08,38.18182,57.69231,68.91892,75.26882,46.37681,54.6875,0.0,58.06452,72.62651,20.61636,65.99442,38.74016,38.55661,42.04388,19.99106,39.62657,75.90869,45.03365,31.22457,59.14289,38.39354,32.24322,69.3102,63.08138,75.64948,54.22274,45.9065,66.75078,71.50402,68.0377,20.64429,61.59578,68.19958,69.69554,60.47293,58.59519,70.3618,62.81619,0.4409642,-1.6369033,-1.2164837,0.1690172,-0.3426273,-1.0793859,-1.1783697,-0.7534808,-0.2910442,0.5576061,-0.4760029,-0.8822636,-0.4805417,-0.7986277,-0.0937109,-0.0159047,1.2288971,-0.0611298,-0.2689979,0.9670318,0.1289518,0.2052121,-0.6010965,-0.1547587,-0.2882461,2.3328631,0.3135311,-0.6573276,2.1106233,0.3441376
Laos,09,18.18182,8.97436,24.32432,92.47312,28.98551,7.8125,0.0,40.32258,60.50606,19.89643,71.40441,47.74659,37.395,48.03537,29.80512,40.82257,65.49451,48.56106,28.93251,69.97476,35.95484,33.82864,67.35734,67.81694,75.92723,55.55954,50.60141,66.86058,64.06206,59.66374,19.11998,67.32957,72.49064,70.19627,62.17203,64.58341,70.91762,57.03573,-0.099054,-1.7430159,-0.8687022,0.7177062,-0.541404,-0.6594306,-0.6631708,-0.5550749,-0.8276309,0.7369183,-0.7825953,-0.3212913,-0.5904833,-0.5950199,-0.1837934,0.2248987,1.2521866,-0.0283888,-0.0829789,0.9755304,-0.0561987,0.0330501,-0.6976045,-0.022234,0.2163739,2.3976665,0.3847158,-0.191493,2.1999943,0.1140058
Laos,10,41.81818,64.10256,70.27027,73.11828,53.62319,57.8125,0.0,56.45161,49.38823,22.83206,67.85901,40.54061,39.2941,47.15793,6.36817,42.40698,70.53228,44.43828,30.36004,63.57371,24.39114,35.66647,66.69889,67.17495,73.68547,52.81201,50.88984,66.02914,64.76617,52.99989,21.62935,62.43312,71.80242,68.23418,58.20396,65.60988,70.22861,55.64713,-0.5944009,-1.3103235,-1.0966184,0.2787042,-0.216427,-0.7209325,-1.8935168,-0.2922356,-0.5680615,0.5273416,-0.5916443,-0.6527953,-1.1117979,-0.3589965,-0.2141669,0.1922537,1.0642123,-0.0956815,-0.0715507,0.9111754,-0.0386809,-0.1039531,-0.5387298,-0.1354052,0.1354402,2.1437361,0.2184715,-0.111642,2.0892071,0.0587225
Laos,11,58.18182,50.0,10.81081,21.50538,63.76812,75.0,60.37736,67.74194,50.72867,18.74881,75.90031,46.09354,36.52604,51.18218,11.88214,38.71869,63.64453,46.78854,26.66167,76.68826,27.17381,33.10791,68.32178,68.38687,76.85204,60.03226,65.87926,67.17763,46.79496,50.61112,17.50387,75.15277,69.54932,71.6933,63.42133,71.33055,71.03284,44.50499,-0.5346786,-1.912168,-0.5796826,0.6169992,-0.6901009,-0.438865,-1.6040553,-0.9040907,-0.9229499,0.6468141,-1.0863495,0.0263942,-0.9863497,-0.6875803,-0.1393053,0.2538799,1.3297323,0.0811573,0.5223519,1.0000706,-0.4857918,-0.1530644,-0.7999251,0.1585828,-0.1295201,2.5914096,0.437056,0.3333796,2.2185223,-0.3848687
Laos,12,47.27273,32.05128,64.86486,37.63441,34.78261,65.625,22.64151,61.29032,75.83659,22.27274,58.44011,30.68974,36.94927,40.34461,20.04218,39.84036,62.88765,41.08331,32.5252,50.45335,41.62321,31.31615,54.46857,63.41948,77.52544,47.61333,35.47921,60.31397,67.41704,76.07499,22.22735,49.16627,72.82167,72.84345,49.50623,51.50656,67.98048,64.39381,0.5839873,-1.3927642,-1.702114,-0.32143,-0.617677,-1.1984905,-1.1756862,-0.7180151,-0.961948,0.3567952,-0.3020269,-1.3322862,-0.3349415,-0.9176861,-0.7783335,0.0012878,1.3861978,-0.2230082,-0.6821422,0.4688113,0.0272708,0.3704522,-0.5008689,-0.4420407,0.2553027,2.7402609,-0.1459243,-1.2087653,1.7277248,0.4069456
Laos,13,61.81818,69.23077,16.21622,13.97849,72.46377,85.9375,0.0,70.96774,72.02502,22.08599,60.09771,50.94893,41.97132,49.13814,23.96616,42.35304,61.51103,51.53037,33.70161,63.85036,36.65547,33.74295,52.5273,77.80139,66.56492,76.357,52.43303,65.10882,68.14987,65.91682,23.16176,56.8089,83.39965,56.57137,72.9743,64.19668,69.85634,61.36316,0.4141651,-1.4202894,-1.5955549,0.9127988,0.2417023,-0.5821354,-0.969693,-0.3011835,-1.0328781,0.8878599,-0.1446674,-0.6384682,-0.5588974,-0.6060247,-0.8678814,0.7326089,0.4671482,0.4809842,-0.0104071,0.8399413,0.045503,0.1616084,-0.4417086,-0.2653973,1.4992526,0.6343541,0.8372822,-0.2215776,2.029349,0.2862894
Laos,14,80.0,51.28205,21.62162,16.12903,78.26087,90.625,86.79245,74.19355,60.83625,16.55622,55.58074,62.33013,20.81765,43.20633,63.53006,38.17862,48.40685,53.52183,16.64674,59.75095,53.30841,33.52912,35.88914,65.98164,82.8408,84.73101,40.76124,70.71376,55.60601,51.27256,16.74124,46.48586,56.40101,63.80203,94.84899,31.53834,60.79757,65.38915,-0.0843424,-2.2353407,-1.8859288,1.606164,-3.3781388,-0.9979075,1.1072528,-0.9936834,-1.7080656,0.9890937,-2.4259733,-0.8507726,0.1918506,-0.6334855,-1.635375,0.1315738,1.8318953,0.6860812,-0.4728607,1.2737734,-0.2665793,-0.1394656,-0.8482089,-0.5039928,-1.6757358,1.5701347,1.7537335,-2.7621303,0.5727634,0.4465721
Laos,15,45.45455,71.79487,20.27027,64.51613,65.21739,39.0625,0.0,64.51613,72.17423,20.97614,70.54884,53.55107,40.8748,52.03328,20.34251,36.21012,66.99438,49.39753,31.5783,71.41127,33.05167,30.63012,66.84851,67.87096,74.74457,56.92696,50.06758,65.98117,70.66439,65.18942,19.9672,66.38997,72.69861,68.79341,66.08587,64.1632,69.71134,67.50794,0.4208132,-1.5838742,-0.9237022,1.0713268,0.0540636,-0.37921,-1.1599202,-1.3202409,-0.7503502,0.7794394,-0.4286866,-0.2468961,-0.7213641,-1.0057902,-0.207265,0.2276457,1.1530195,0.005102,-0.1041297,0.9074627,0.1080625,0.1466536,-0.6439648,-0.043951,0.2408311,2.2161103,0.5486881,-0.2241818,2.0060336,0.5309253
Laos,16,52.72727,47.4359,51.35135,7.52688,57.97101,87.5,0.0,70.96774,66.48309,22.99925,65.45984,64.67317,38.99142,53.87186,33.33906,33.76717,55.76758,54.02953,31.84665,68.65648,33.20756,27.01739,51.49914,67.07668,74.21479,65.65977,50.82937,65.44453,68.85458,61.06954,21.76522,57.09252,72.1511,67.06141,67.83111,64.39067,68.16843,62.48327,0.1672485,-1.2856819,-1.2508495,1.7489063,-0.2682226,-0.25034,-0.4776533,-1.7255064,-1.3288068,1.0149021,-0.3927915,-0.3895637,-0.7143363,-1.4697548,-0.9153087,0.1872567,1.1085968,0.2189868,-0.0739467,0.8659255,0.0630357,0.0619523,-0.5301272,-0.2588421,0.1764444,1.9919579,0.6218056,-0.2064866,1.7579454,0.3308832
Laos,17,25.45455,12.82051,10.81081,72.04301,28.98551,28.125,0.0,50.0,73.25797,20.12814,76.92849,50.93338,35.22214,50.2407,44.37056,32.51528,65.55466,51.61117,29.73302,75.19124,44.78756,27.34168,63.08565,68.36494,75.95076,55.8995,51.91872,67.74301,58.7953,65.87252,18.24953,72.14869,72.66174,71.2186,58.70708,65.8434,71.66153,54.58395,0.4690985,-1.7088641,-0.5135855,0.9118518,-0.9132254,-0.5048552,0.1014561,-1.9331834,-0.8245313,0.8919676,-0.6755165,-0.051135,-0.1922865,-1.4281076,-0.3808401,0.2527645,1.2541596,-0.0200625,-0.0307849,1.0438322,-0.187232,0.1606976,-0.7527152,0.0891499,0.2364947,2.5299749,0.2395497,-0.0934757,2.3196112,0.0163953
Laos,18,34.54545,17.94872,8.10811,94.62366,63.76812,6.25,9.43396,53.22581,60.20612,22.07731,65.75818,57.95826,29.00483,43.27402,17.74741,32.37538,61.68911,56.94034,25.0035,61.66857,28.74651,29.18066,57.02828,66.18242,73.62466,63.65601,45.56967,65.17886,65.41824,59.54836,20.89445,60.16412,72.01405,67.60337,67.42902,61.74203,69.71439,62.26183,-0.1124174,-1.4215688,-1.2316706,1.3398212,-1.9771389,-0.9931625,-1.2961526,-1.9563918,-1.0237022,1.1628697,-1.3081498,-0.7514609,-0.9154493,-1.1919376,-0.6602579,0.1417835,1.0591139,0.1699106,-0.2823437,0.8453621,-0.0224579,0.0306781,-0.5852581,-0.1878486,0.1603271,2.062098,0.6049601,-0.4125291,2.0065236,0.3220673
Laos,19,20.0,51.28205,75.67568,78.49462,20.28986,39.0625,0.0,45.16129,64.22066,17.07542,68.15477,60.20687,36.93726,61.71235,43.94769,41.54904,58.87444,47.92388,28.1741,82.58301,42.14923,33.39687,56.05153,72.75296,77.35445,73.90582,58.01381,67.8808,66.36882,55.52929,17.13426,65.18007,75.19527,71.31187,76.53505,71.44027,71.9637,64.62088,0.0664476,-2.1588138,-1.0776054,1.4768108,-0.6197319,0.2992149,0.079257,-0.4345604,-1.1687273,0.7045281,-0.8840424,0.3316775,-0.3112275,-0.6504701,-0.7053139,0.4758957,1.3718601,0.4209499,0.2107114,1.0544969,0.0011919,-0.0519507,-0.8233256,-0.0719152,0.5344329,2.5420459,0.9864619,0.3419146,2.3681979,0.4159857
Malaysia,01,0.0,12.82051,43.24324,95.69892,26.08696,3.125,0.0,22.58065,62.22758,21.67503,61.07716,53.97516,40.18437,49.02009,20.30369,46.8902,63.12003,52.27485,29.97804,65.18769,28.02398,36.61917,56.66552,83.14027,70.61145,30.12692,32.20017,61.30342,34.24306,57.50166,21.6355,56.58053,66.23777,57.3407,56.41365,79.64216,63.15077,40.58905,-0.0223527,-1.4808621,-1.5325906,1.0971627,-0.0640835,-0.5904102,-1.1619577,0.4514928,-0.9499749,0.9257048,-0.6427417,-0.569209,-0.9480225,-0.2366463,-0.6769915,1.004091,0.8064535,-0.6512867,-0.8120629,0.5453959,-0.798074,-0.0114005,-0.5383404,-0.2706757,-0.5189512,0.7339194,0.1434655,0.979955,0.9511415,-0.5407699
Malaysia,02,7.27273,17.94872,89.18919,96.77419,14.49275,21.875,0.0,25.80645,67.64398,19.39124,80.15328,41.88759,32.31609,53.76511,39.34899,35.04465,73.8766,52.19082,27.14637,73.05428,33.87042,30.4716,66.12887,87.34788,60.4035,36.42003,32.85282,60.05339,16.05639,61.06891,19.95434,73.96837,70.07018,55.82399,56.13234,79.52031,62.08752,29.5039,0.2189709,-1.8174769,-0.3062794,0.360765,-1.4105122,-0.2578225,-0.1621562,-1.5135835,-0.3957465,0.921433,-1.0215147,-0.1618058,-0.6844529,-1.0261477,-0.240461,1.2180485,-0.0494932,-0.4971554,-0.7862036,0.4486418,-1.2505453,0.0619394,-0.6447792,0.1312079,-0.068268,0.5376291,0.1316798,0.9704764,0.7801788,-0.9820924
Malaysia,03,12.72727,73.07692,21.62162,92.47312,39.13043,9.375,0.0,24.19355,61.71549,19.88429,67.0032,51.91102,31.20417,40.09449,25.30213,34.85706,55.52603,50.56744,27.39797,61.85017,33.06713,31.26185,55.60245,86.3388,67.26995,32.01011,28.5695,60.07643,28.61322,59.19603,19.57051,61.9106,64.22665,58.2989,54.11676,80.9856,60.66941,43.943,-0.0451685,-1.7448054,-1.1516345,0.9714116,-1.6007853,-1.2160222,-0.8995598,-1.5447018,-1.3412527,0.8389105,-0.98786,-0.7420561,-0.7206671,-0.9246599,-0.7260293,1.1667366,0.526265,-0.6051636,-0.9559151,0.4504251,-0.9381405,0.0234345,-0.6690803,-0.1474821,-0.7554559,0.8579279,0.0472362,1.0844636,0.5521569,-0.4072424
Malaysia,04,36.36364,58.97436,2.7027,13.97849,91.30435,75.0,0.0,38.70968,48.42291,23.32285,64.94327,59.78107,36.43143,48.54518,0.5681,35.21162,64.08678,50.19972,28.55288,62.56135,18.15144,29.62786,57.21126,76.753,66.85188,55.18698,33.6419,58.27535,33.34849,50.64845,21.84142,57.56879,80.11535,54.90889,83.59088,74.75592,61.00826,41.35802,-0.6374103,-1.2379856,-1.2840573,1.4508702,-0.7062898,-0.6236975,-2.1979973,-1.4858842,-0.9001636,0.8202179,-0.8333753,-0.7052247,-1.3930962,-1.1345058,-0.6518171,0.679298,0.49121,-0.0375137,-0.7549393,0.311018,-0.8203304,-0.1522969,-0.525303,-0.2478341,1.1130244,0.4191989,1.2820695,0.5998454,0.6066409,-0.5101556
Malaysia,05,34.54545,51.28205,5.40541,18.27957,86.95652,71.875,0.0,37.09677,40.46866,39.19259,48.29971,44.13634,45.94445,42.14612,55.75775,52.21683,62.3382,34.83141,40.50888,46.73899,40.12474,46.76979,50.49256,88.4194,52.39911,53.19412,44.04879,57.59515,71.50003,28.80757,35.72061,39.14975,96.03582,42.32576,55.15603,60.54668,58.06807,57.42178,-0.9918061,1.101106,-2.3539907,0.4977627,0.9215885,-1.0722195,0.6992376,1.3351341,-0.9902585,0.0389867,0.7658917,-1.5246493,-0.4024959,1.0669473,-0.9617411,1.2725353,-0.7206685,-0.086323,-0.3426029,0.2583693,0.1288527,-0.6013277,0.3534248,-0.6735517,2.9852413,-1.2092897,0.0907769,-0.5055181,0.1338795,0.129375
Malaysia,06,41.81818,69.23077,50.0,8.60215,52.17391,84.375,0.0,45.16129,31.78037,44.54124,68.2165,21.39133,44.23728,71.25883,65.282,66.97236,68.34836,18.87665,44.13497,82.56021,51.11506,63.97872,56.11669,48.67167,40.29398,75.16334,32.2531,39.18622,57.31582,33.64459,47.0151,62.21063,67.33921,23.8865,83.46771,53.6064,38.45112,75.18879,-1.3789068,1.889461,-1.0736374,-0.8879068,0.6294557,0.9683452,1.1992229,3.7829501,-0.6805871,-0.7720564,1.2509266,0.3304969,0.0929702,3.2770045,-0.7023083,-0.7486393,-1.7356947,0.4517491,-0.8099655,-1.1665141,-0.2240404,-0.5018825,1.0685089,-0.1405476,-0.3894244,-3.5956687,1.276909,-1.0454152,-3.0203846,0.8367158
Malaysia,07,45.45455,89.74359,29.72973,5.37634,63.76812,89.0625,0.0,50.0,86.87988,21.69998,60.93152,36.76906,35.72779,42.29326,40.11878,26.968,60.57184,45.2473,33.75085,51.95477,53.31764,24.79289,56.7923,42.299,73.90902,25.81987,48.1247,58.15328,54.30187,86.85983,24.11745,51.73556,76.70552,61.69561,42.01422,85.37817,63.02172,51.69967,1.0760131,-1.4771844,-1.5419535,0.048934,-0.8266983,-1.0619063,-0.1217451,-2.8534304,-1.0812692,0.568467,-0.1380816,-1.2545289,0.1922666,-1.7554369,-0.6711431,-1.0726902,1.0829573,-0.7567754,-0.1811095,0.3015696,-0.2990253,0.5921798,-0.3812014,-0.3826569,0.7120351,1.2975248,-0.4598062,1.42617,0.9303908,-0.0984338
Malaysia,08,10.90909,88.46154,64.86486,13.97849,20.28986,53.125,0.0,30.64516,59.24104,20.51404,70.12823,53.3113,38.64471,52.43143,37.35804,39.35831,62.8758,46.81927,28.41818,71.5644,29.88486,34.34381,59.00777,85.22467,64.27278,22.87237,29.04916,57.09011,24.04467,50.55631,20.01215,62.89371,68.72169,56.05146,54.1993,77.18268,60.61662,36.19748,-0.1554159,-1.6519847,-0.9507412,1.0567192,-0.3275524,-0.3513028,-0.2666729,-0.7979844,-0.9625589,0.6483763,-0.8513931,-0.2389657,-0.86413,-0.528859,-0.5689467,1.1100831,0.2749501,-0.8289658,-0.9369102,0.2192788,-1.0518028,-0.1541913,-0.641119,-0.1247596,-0.2268477,0.5670689,0.0506941,0.7886278,0.5436677,-0.7156075
Malaysia,09,18.18182,60.25641,55.40541,9.67742,28.98551,64.0625,0.0,35.48387,49.43479,22.66516,70.17557,34.80926,37.95409,53.37413,34.81893,43.6308,72.76484,40.18223,30.30752,72.54563,30.28469,39.58797,66.91714,80.46604,63.7533,27.82491,39.23109,63.81443,35.24775,44.13695,23.07024,66.61077,88.09637,55.40901,51.29996,80.8386,62.88266,42.03457,-0.5923268,-1.3349235,-0.9476978,-0.0704607,-0.4457309,-0.2852271,-0.3999659,-0.0892135,-0.4530295,0.3109896,-0.5986695,-0.1881484,-0.8461049,0.1446223,-0.2040993,0.8681065,0.231391,-0.7076678,-0.5334872,0.7397528,-0.773078,-0.2861681,-0.4475033,-0.0388476,2.0515772,0.4839239,-0.0707754,1.0730287,0.9080313,-0.4832209
Malaysia,10,20.0,53.84615,18.91892,93.54839,43.47826,9.375,0.0,32.25806,62.53162,21.84606,67.03368,56.41327,35.82022,47.65741,22.49605,38.21896,67.28925,55.91228,28.30108,68.53243,26.87015,32.84947,64.7972,83.79545,67.96703,31.90044,25.24576,64.15777,39.6881,59.56464,20.97882,64.24713,66.59742,60.48815,47.92407,74.95849,63.4698,49.32656,-0.0088064,-1.455654,-1.1496749,1.245697,-0.8108817,-0.6859226,-1.0468678,-0.9869912,-0.7351572,1.1106094,-0.8670573,-0.3959882,-1.0000393,-0.7207698,-0.3018889,1.0374068,0.584716,-0.6078495,-1.0876068,0.7663282,-0.6626054,0.0310128,-0.5799164,-0.0934781,-0.4766576,1.141257,-0.2122097,0.6156037,1.0024398,-0.1929121
Malaysia,11,25.45455,87.17949,16.21622,91.39785,47.82609,12.5,0.0,35.48387,63.11446,19.4416,71.6588,44.34002,35.58618,48.51559,29.94888,38.04667,68.58499,52.00911,27.97253,69.30468,28.01159,32.09579,65.22321,89.33903,68.74057,39.60934,33.40257,62.18675,37.76787,57.39025,20.29205,69.14578,75.08719,59.36352,65.51736,80.07242,63.85306,45.09763,0.0171613,-1.8100549,-0.8523487,0.5101713,-0.8509313,-0.6257715,-0.6556241,-1.0155729,-0.668395,0.912196,-0.9110044,-0.3559942,-0.9485807,-0.8175617,-0.2822379,1.3192983,0.6495781,-0.4190426,-0.7644219,0.6137674,-0.7103793,-0.013691,-0.623398,0.0197438,0.5217228,0.9957103,0.5248699,1.0134256,1.0640641,-0.3612742
Malaysia,12,9.09091,71.79487,48.64865,88.17204,53.62319,6.25,0.0,29.03226,45.83784,24.07119,64.41773,55.5399,40.45239,45.97038,9.62766,44.51093,67.94673,46.49566,30.87575,58.81262,27.81519,36.72173,61.81625,83.19942,65.63867,19.55072,29.84447,59.42623,31.22479,53.02918,23.24893,55.25198,66.60293,56.10617,55.02325,76.42521,60.21305,36.57889,-0.7525862,-1.1276853,-1.3178415,1.1924897,-0.0182192,-0.8041698,-1.7224064,0.0567924,-0.701281,0.6319261,-0.5226623,-0.8993675,-0.9574349,-0.2234756,-0.4393956,1.0070988,0.3894808,-0.9103201,-0.9053991,0.4000982,-0.8731666,-0.1033511,-0.43619,-0.3013823,-0.47601,0.5741484,0.0852138,0.7297029,0.4787771,-0.7004225
Malaysia,13,29.09091,76.92308,10.81081,96.77419,65.21739,10.9375,0.0,35.48387,8.6627,38.41517,70.60212,47.86119,46.60831,60.39809,44.79794,47.71201,75.51657,32.90056,40.48784,66.2167,34.34648,39.48898,60.52615,100.0,62.37867,62.18459,53.90789,31.51189,47.25001,16.90828,33.49383,57.49323,76.79815,62.36763,71.44759,79.77395,33.6949,39.60053,-2.4088986,0.9865195,-0.920277,0.7246882,1.0351885,0.2070954,0.1238921,0.587824,-0.3112481,-0.0591661,0.7630774,-0.5159174,-0.6629912,0.1319093,-0.4989063,1.8614094,0.1161274,0.1338725,0.0480289,-1.7605205,-0.4744704,-0.8459675,0.2124415,-0.2495805,0.7229283,1.3844971,0.7733202,0.9902071,-3.7851513,-0.580125
Malaysia,15,20.0,62.82051,62.16216,7.52688,34.78261,76.5625,0.0,38.70968,48.34414,21.90389,72.14935,18.17277,38.7466,48.63215,15.91571,36.3187,63.39889,27.91644,31.82081,61.62846,23.01745,32.48653,63.14619,76.52306,69.68869,32.59501,38.89621,63.25871,39.25699,54.19346,21.10498,61.28253,85.42494,55.73856,69.05365,78.47065,63.06457,49.82497,-0.6409198,-1.4471308,-0.8208135,-1.0839879,-0.3101162,-0.617601,-1.3923094,-1.3022287,-0.9356065,-0.3125284,-0.3962488,-0.7535381,-1.1737266,-0.7673803,-0.3780478,0.6676054,0.7290793,-0.5908382,-0.546756,0.696739,-0.673331,-0.0794144,-0.571929,-0.1619986,1.7374221,0.5265733,0.6730247,0.8888211,0.9372814,-0.1730694
Malaysia,16,36.36364,82.05128,24.32432,9.67742,62.31884,85.9375,0.0,45.16129,76.38932,22.87341,74.63436,29.84435,37.6301,54.51394,27.59308,29.54089,76.64022,37.73179,33.73515,69.01501,41.07244,25.43834,70.54882,71.90555,71.97349,28.88386,51.5796,59.60944,15.78814,69.25614,22.78706,68.15436,78.62919,57.57703,17.98571,85.84507,61.88389,3.02627,0.6086137,-1.3042295,-0.6610644,-0.372933,-0.501172,-0.2053357,-0.7792942,-2.4266091,-0.2533522,0.1864244,-0.1401813,-0.3709961,-0.3597715,-1.6725443,-0.0365754,0.4328048,0.9206617,-0.6817319,-0.0442214,0.4142792,-1.2572192,0.2302621,-0.465432,-0.0031708,0.9382557,0.7645046,-1.4664927,1.4624913,0.747436,-2.0362202
Malaysia,17,58.18182,26.92308,6.75676,16.12903,92.75362,87.5,0.0,50.0,27.72606,22.61159,77.08014,48.7171,27.77219,45.91823,0.0,45.04556,73.26908,41.20345,21.14728,65.67724,17.17891,36.5607,72.29348,87.76151,70.36015,47.52664,58.52253,52.62584,16.11352,40.1653,19.24218,68.04224,72.21337,56.94199,80.2497,88.80696,61.42932,12.19009,-1.5595441,-1.3428207,-0.5038369,0.7768316,-2.1880703,-0.8078253,-2.2278201,0.1454828,-0.4270489,0.3629025,-1.8239683,-0.5438555,-1.4369398,-0.244155,0.0439035,1.2390816,0.7853815,-0.2251313,0.2308676,-0.1262637,-1.249124,-0.367822,-0.6898679,-0.0057621,0.1837669,0.6823194,1.1420891,1.692902,0.6743442,-1.67139
Malaysia,18,1.81818,67.94872,97.2973,92.47312,5.7971,20.3125,0.0,22.58065,73.90288,21.9098,62.45264,39.42783,43.22031,50.08568,39.51517,45.77261,69.18057,44.99486,34.13165,66.08113,44.19183,35.54574,59.83644,83.7483,71.04,47.6328,22.99944,62.39408,47.63622,66.34798,21.98877,58.61141,71.33357,59.14399,73.66697,71.74274,63.14618,61.90603,0.4978321,-1.4462597,-1.4441677,0.2109112,0.4554306,-0.5157207,-0.1534325,0.266093,-0.6377079,0.5556346,-0.0871437,-0.5229389,-0.2191432,-0.3745013,-0.5307216,1.0350094,0.8423876,-0.2225313,-1.176609,0.6298156,-0.4648619,0.1704729,-0.5159741,-0.2237361,0.0803048,0.9672985,0.866302,0.365445,0.9504027,0.3079023
Malaysia,19,12.72727,92.30769,37.83784,53.76344,27.53623,40.625,0.0,29.03226,64.86801,20.96576,72.19859,49.84565,36.57458,50.98229,30.58563,40.30293,70.98876,50.97444,28.97845,72.68501,33.49371,32.83069,71.04571,85.65928,68.23285,32.09337,26.80386,60.97633,39.49258,58.54529,19.78426,70.22804,70.23494,58.4344,61.75445,75.79772,61.47477,45.15543,0.0952895,-1.5854036,-0.8176477,0.8455852,-0.6817953,-0.4528753,-0.6221975,-0.6412788,-0.5445417,0.8596001,-0.7764495,-0.1809303,-0.7014357,-0.7231815,-0.0136546,1.1321831,0.6070056,-0.6031243,-1.0258725,0.5200788,-0.6674697,0.0100558,-0.6555475,0.0447581,-0.0488925,0.8754639,0.3672211,0.6808891,0.681653,-0.358973
Malaysia,20,30.90909,89.74359,16.21622,20.43011,57.97101,81.25,0.0,43.54839,72.01792,20.60309,72.7619,57.19327,29.99639,48.38594,22.14479,29.72989,73.9104,60.48534,26.39426,62.95322,35.34746,25.26971,66.43253,83.655,69.43151,53.76215,27.18444,59.31626,34.77701,68.78269,20.66817,64.6992,76.48328,58.31495,73.29153,74.14327,62.0433,43.66053,0.413849,-1.6388592,-0.7814358,1.2932163,-1.8074624,-0.6348585,-1.0653074,-2.3952566,-0.3940052,1.3430763,-1.122119,-0.6849301,-0.6178649,-1.6942011,-0.2264538,1.030265,0.7075138,-0.0724107,-1.0107933,0.3915866,-0.7847898,0.2205285,-0.5995845,-0.0830295,0.6858999,0.8600058,0.8505727,0.5521863,0.7730674,-0.4184882
Malaysia,21,34.54545,94.87179,10.81081,50.53763,69.56522,54.6875,0.0,45.16129,53.26139,18.91331,68.25261,52.81763,23.60713,49.94996,15.95447,29.99153,49.73141,44.70219,18.34781,67.31524,19.41382,26.39763,43.86827,86.05464,65.73847,10.45618,25.1801,60.17949,18.39723,45.38102,17.85386,57.75862,66.66557,58.73131,52.57473,76.55581,61.24925,32.02034,-0.4218353,-1.8879214,-1.0713156,1.0266437,-2.9007995,-0.5252337,-1.3902744,-2.3518517,-1.6398181,0.540757,-2.198433,-0.4590255,-1.3361855,-1.5493481,-1.2673096,1.1522868,0.397849,-1.1330643,-1.0902083,0.4584019,-1.1923069,-0.2605911,-0.7777662,-0.2434466,-0.4686435,0.9138901,-0.017368,0.7398623,0.6453902,-0.8819076
